Views,Likes,Shares,Comments,Engagement_Level,Platform_Instagram,Platform_TikTok,Platform_Twitter,Platform_YouTube,Content_Type_Live Stream,Content_Type_Post,Content_Type_Reel,Content_Type_Shorts,Content_Type_Tweet,Content_Type_Video,Region_Australia,Region_Brazil,Region_Canada,Region_Germany,Region_India,Region_Japan,Region_UK,Region_USA,Conversion_Rate
2471790.0,370802,54110,17081,High,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.14592693674397852
3079923.0,124237,44062,26702,Medium,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.35466084979879897
294870.0,213142,20351,20767,Low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.09548094696983792
2051091.0,24472,54704,41737,Medium,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2.235371035372928
3461154.0,165335,50077,19505,Low,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.30288202738059805
3143932.0,298685,84720,37162,Low,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.2836433031359578
3924406.0,35376,72832,3949,Medium,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0587969238865904
599766.0,223690,22531,10538,Low,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.10072421654518646
4357851.0,449803,63438,28280,High,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.14103507535207557
731492.0,474649,98377,3654,High,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.2072626298547503
4910814.0,197287,53218,14896,Low,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.26974914716784437
4369260.0,212278,21264,18172,Low,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.10017053109129677
1874437.0,322601,35671,48768,Medium,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.11057312283252149
1653907.0,91836,77370,2823,Low,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8424800730821812
4683280.0,311330,3357,5110,Medium,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.01078277069313003
1365655.0,156164,84930,18303,Low,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.543851335740385
2342195.0,91944,89578,44440,Medium,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.9742669449910525
4948349.93,8731,4500,46045,Low,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5154048785758735
3005703.0,16688,77970,15891,Low,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,4.6722195561647775
936390.0,368646,92202,2016,Low,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.25010986148635517
1855796.0,158156,6423,20518,High,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.04061180100403325
1367820.0,10794,7617,36639,Medium,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.7056698159109971
4499253.0,469481,89583,41549,High,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.19081283374213626
4510477.0,274631,82143,13932,Low,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.299103160229577
4380015.0,355402,41860,42729,High,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.11778211714853089
943395.0,402996,18661,11999,High,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.04630567052659813
3961278.0,49656,93072,23952,Medium,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1.8743354273654067
4080112.0,171609,17994,41339,Medium,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.10485464048477326
3934142.0,380972,42858,26194,Low,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.11249645642954084
1600237.0,325368,62818,25686,Medium,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.19306754197729747
2212857.0,74624,24137,35546,Medium,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.32344822036832005
4711157.0,313821,86074,36395,High,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2742773746730054
2747788.0,422463,21545,40997,Low,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.050998548984147754
2081426.0,225061,67840,28774,Medium,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.30142939024080456
2258494.0,159509,25505,8605,Medium,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.15989693370531463
1357850.0,472399,90644,33331,Low,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.19188016909028427
4006009.0,491965,60534,31438,High,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.12304533858865883
3934991.0,389693,81891,32967,Medium,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.21014234281318517
2824818.0,34126,53516,29452,Low,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.5681884775337898
2291491.0,474568,83894,6150,High,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.17677972387146246
3525573.0,40967,4121,26381,Low,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.10059316032401855
866896.0,122451,79602,25491,Low,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.6500722737543938
4104535.0,331535,60374,13314,Medium,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.18210445352128418
2601441.0,93254,55921,48758,Low,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.599663285156705
1142030.0,212596,72334,18,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.34024158496207635
2969591.0,358102,26688,8128,Low,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.07452625229475048
855465.0,14117,73654,46422,High,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,5.21739746035461
4453459.0,376054,36502,19620,High,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.09706584692365815
1059696.0,75851,99754,47614,High,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.3151309803014948
581577.0,341805,67524,485,High,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.19755123534771138
4226427.0,421149,53769,27804,Medium,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.12767215403271354
485214.0,50577,92342,43775,Medium,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.8257706068320043
1419701.0,68719,98115,36515,Low,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1.4277710674736577
4378457.0,136878,89273,41624,Medium,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.652208536020967
3647159.0,216783,79133,7687,High,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.3650332359841393
1750105.0,125485,942,20317,Low,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.007506873330875652
1796369.0,145118,68421,16720,High,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.47148527402035
1535141.0,15408,23087,23147,Medium,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.4983774652788309
612594.0,132163,29340,40557,Medium,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.22199859263016136
4219632.0,171996,5043,3436,Medium,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.02932044931107
3994554.0,241425,99422,41307,High,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.41181319248579007
4290853.0,211176,66264,14337,Medium,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.31378565744621617
4637078.0,219517,5831,32657,Low,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.026562863011677325
3315125.0,62336,79392,42892,High,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.2736139628346999
4357287.0,106179,4262,12978,Medium,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.040139763979681505
907386.0,52457,77192,32870,High,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.4715290616177956
1908555.0,194688,34182,3500,High,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.17557322484305282
3074269.0,18233,37713,28599,Medium,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2.0683924740479394
4067125.0,190686,12963,11560,High,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.06798086906915134
1173157.0,137342,95328,47250,Low,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.6940921203496315
2141884.0,23466,66627,40003,High,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,2.839299410705148
4567233.0,66980,96596,49121,Low,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1.442161839139719
506074.0,69145,31191,43362,Low,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.4510955238338136
3210080.0,195970,75414,4473,High,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.3848242077672693
1347102.0,274212,15298,28342,High,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.05578895161204509
3843536.0,90333,10903,30677,Medium,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.12069786234037418
965073.0,263310,39207,27324,High,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.14890053548483154
3096420.0,364521,73308,29082,Low,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.2011077551032421
2723916.0,1349,81918,11870,High,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,60.72498101760578
2249678.0,46464,83075,5710,Medium,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1.7879433536096885
3311289.0,352538,55203,5369,Medium,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.15658737497357483
3588997.0,241125,65026,30917,Medium,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.26967755312515596
3926751.0,302919,49216,30399,Low,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.16247247613512283
2750317.0,59766,75524,27938,High,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.2636616134150416
4655757.0,383024,45530,48504,Medium,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.11886983582963809
4844012.0,452777,44862,23870,High,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0990818879912389
3868789.0,188191,4660,26605,Medium,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.02476207682488737
2517364.0,418305,51641,34605,High,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.12345298286839858
1994041.0,310266,87995,40217,Medium,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.2836114817516708
1402998.0,241244,56779,14849,High,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.23535922135948006
702950.0,17361,62405,10538,Low,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,3.594551003055958
1599554.0,364748,16705,8949,High,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.045798743240653854
4600976.0,443617,98343,18038,High,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.22168447105900618
2495410.0,213884,16804,17614,Low,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.07856595163366284
1838563.0,289125,77191,27066,High,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.26698140941575504
2920650.0,416403,56902,2675,Low,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.13665127292222554
1772623.0,361245,30503,13260,Low,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.08443853893937803
2484315.0,101605,80028,36281,High,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.7876384035443493
4927173.0,22341,38730,42476,Medium,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1.7335839927784862
3924183.0,283030,30676,43977,Low,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.1083842702148753
4646060.0,21362,31562,19778,Medium,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1.4774833810141919
3901900.0,20166,30661,25363,Low,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.5204304266981898
962137.0,319381,69098,38387,Low,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.21634975154388175
3859007.0,277223,81798,46985,Medium,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.2950620980115264
3837223.0,140163,85932,40674,Medium,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.6130861924607004
1029488.0,449148,87211,35005,High,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.194169850468127
879364.0,232290,7501,23547,Low,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.03229153213516331
4828597.0,131837,43770,9395,Low,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3320008798492077
3487375.0,107303,83451,45313,High,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.7777135773671087
3418884.0,311286,82479,7832,High,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.2649621248541546
1337059.0,318166,72711,32791,High,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.22853164699469672
707841.0,133933,46058,45912,High,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3438883620658174
1851460.0,345987,13274,43872,Low,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.03836560333080822
1438248.0,223413,84930,42774,Low,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.3801479770478823
4027409.0,80497,44156,14597,Medium,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5485421816280678
3488909.0,443844,19877,22056,Low,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.04478375284909149
1089083.0,150418,45387,25632,Medium,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.3017391535386896
682046.0,480038,71997,18117,High,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.14998187643165786
4849297.0,86843,16843,14705,Low,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1939476986983467
4283565.0,107901,84854,4738,Low,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.7864060573315904
3940355.0,82304,68754,15897,Low,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.8353664462437589
964498.0,194879,76029,34998,High,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.3901343910636788
636824.0,363548,17456,8176,Low,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.04801566780595641
4179125.0,94325,72341,7328,Low,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.7669334746072691
1292958.0,95304,3716,44880,Low,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.03899101821130372
4103477.0,75909,5645,4052,Low,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0743653585115908
3529777.0,68367,38326,879,High,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.5605920984450696
4593170.0,34210,33344,11022,Low,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.9746857641114627
3251679.0,498580,96093,9968,Medium,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.19273336274634495
2127698.0,193956,14856,32442,Medium,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.07659469157558443
4765117.0,177035,49884,46238,Medium,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.2817747902797879
2114283.0,462542,14404,37153,Low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.031140955847660516
4391275.0,392281,14429,27404,High,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.036782306559920507
1246500.0,471547,15048,40514,High,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.031911983322300594
4555977.0,1087,23157,12611,Medium,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,21.303587660500575
400424.0,56569,59897,49341,Medium,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.0588308082061144
3201846.0,335416,50986,16715,High,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.15200825243423066
4253909.0,448284,39383,32995,Low,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.08785278974739556
1551922.0,47511,7404,25497,Low,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1558375954713987
3587143.0,430347,96428,42640,Medium,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.22407034322943878
2252593.0,61466,13181,29007,High,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.21444375748959688
2547290.0,382792,78654,30532,Medium,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.2054745135685836
2946297.0,223304,83502,10855,Low,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.373938666554386
4459268.0,356292,52389,33857,Low,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.14703950691716233
1630617.0,435112,71742,49750,High,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.16488168563117353
4709770.0,389553,55435,16799,Medium,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.1423041280610776
2275387.0,271817,72208,27046,High,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0.265649315522368
2784320.0,373955,22997,15361,High,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.06149670414725042
3674194.0,19972,97555,24310,Medium,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,4.884588421347592
2126429.0,36274,51278,44234,Medium,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.4136295965667889
1598712.0,280260,58128,4485,High,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.20740740740000685
3464211.0,115302,63150,37858,Medium,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.5476921475301649
1519290.0,495937,13211,49107,Low,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.026638464159225092
4888613.0,414422,11933,23903,High,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.028794320764129452
3712060.0,302466,63802,49953,Low,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.21093941136488267
4003071.0,22251,13517,13392,Low,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.6074783153083105
681752.0,197632,98860,19379,High,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.5002226359850519
4684548.0,122401,82864,42106,Low,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.6769879330498126
3916842.0,292224,72417,38211,High,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.24781332127929898
798887.0,326922,87308,21689,Medium,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.2670606444268951
688077.0,243607,79071,12078,High,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.32458426891162473
1520250.0,214233,80,10917,Medium,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0003734251959141017
496652.0,106618,64875,44200,High,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.6084807442825338
479620.0,337321,99486,26524,Medium,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.2949297553281613
4221739.0,291223,61415,44293,Low,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.2108865027758492
4425196.0,324343,33641,22289,High,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.10372044409456284
4236960.0,259668,86293,16169,Low,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.3323205015507371
2488223.0,177673,86535,39991,Low,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.4870464279610832
2809035.0,359231,78623,27822,Medium,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.21886474162255304
444252.0,398838,7767,19133,High,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.019474072179193704
907575.0,42770,5219,47956,Low,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.12202478369838092
2440215.0,199343,53628,10359,Medium,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.2690237429822455
3982001.0,131915,64092,22170,Medium,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.48585831781936417
3802724.0,457464,83495,19409,High,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.18251709423730572
3049554.0,441149,46483,36909,Low,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.10536802758012898
3186810.0,312491,66586,7390,Medium,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.21308133673567936
810296.0,77866,87591,41350,High,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.124894048605952
4459224.0,957,54290,47674,High,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,56.72936199864826
741152.0,226355,58251,46227,High,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.2573435532567276
2945128.0,368541,66690,3800,Medium,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.1809567999169439
2302342.0,153529,52488,41257,High,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.3418767789575991
469793.0,295293,29190,9480,Medium,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.09885097174335825
2452099.0,320043,91765,2987,Low,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.28672709603750973
2651939.0,209375,2127,12291,Low,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.010158805969664057
1580449.0,299597,35471,1908,High,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.11839571156859395
4764800.0,52536,65976,47528,Medium,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.2558245771935768
4336145.0,295452,2342,22411,Medium,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.007926837523254984
4316287.0,188239,34891,39029,Medium,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.18535478831775803
1516746.0,272088,48475,36816,Medium,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.17815927199368736
4497673.0,460735,96637,47633,Medium,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.20974529826885854
1200639.0,381211,2574,40242,Medium,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.006752166123045972
3115115.0,81186,14964,1885,Low,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.18431749314114287
2177828.0,478703,86167,17109,Medium,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.18000096092608567
4422912.0,199110,95413,32057,Low,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.47919742853301206
4326885.0,300734,1870,1496,Medium,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.00621811966700745
4732360.0,84552,21664,36363,Medium,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.25622102371839567
2510808.0,348707,17968,46925,High,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.05152750016341721
2710672.0,252420,23167,5670,Low,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.09177957372269314
4096796.0,365062,58371,48138,Medium,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.1598933879680741
940184.0,131729,1559,12135,Low,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.011834903475177455
2184148.0,326178,46185,1902,High,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.14159446682052146
1498512.0,205870,16834,34865,Medium,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.08177004905611454
4300552.0,428951,18627,12148,Low,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.04342454033110018
3267055.0,133930,81976,22080,Low,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.6120809377576286
