Views,Likes,Shares,Comments,Engagement_Level_Calculated,Platform_Instagram,Platform_TikTok,Platform_Twitter,Platform_YouTube,Content_Type_Live Stream,Content_Type_Post,Content_Type_Reel,Content_Type_Shorts,Content_Type_Tweet,Content_Type_Video,Region_Australia,Region_Brazil,Region_Canada,Region_Germany,Region_India,Region_Japan,Region_UK,Region_USA,Conversion_Rate
4510477.0,274631,82143,13932,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.299103160229577
4380015.0,355402,41860,42729,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.11778211714853089
3961278.0,49656,93072,23952,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.8743354273654067
4080112.0,171609,17994,41339,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.10485464048477326
3934142.0,380972,42858,26194,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.11249645642954084
1600237.0,325368,62818,25686,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.19306754197729747
2212857.0,74624,24137,35546,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.32344822036832005
4711157.0,313821,86074,36395,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2742773746730054
2747788.0,422463,21545,40997,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.050998548984147754
2081426.0,225061,67840,28774,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.30142939024080456
2258494.0,159509,25505,8605,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.15989693370531463
4006009.0,491965,60534,31438,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.12304533858865883
3934991.0,389693,81891,32967,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.21014234281318517
2824818.0,34126,53516,29452,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5681884775337898
2291491.0,474568,83894,6150,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.17677972387146246
3525573.0,40967,4121,26381,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.10059316032401855
4104535.0,331535,60374,13314,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.18210445352128418
2601441.0,93254,55921,48758,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.599663285156705
2969591.0,358102,26688,8128,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.07452625229475048
4453459.0,376054,36502,19620,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.09706584692365815
4226427.0,421149,53769,27804,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.12767215403271354
4378457.0,136878,89273,41624,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.652208536020967
3647159.0,216783,79133,7687,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.3650332359841393
1750105.0,125485,942,20317,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.007506873330875652
1796369.0,145118,68421,16720,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.47148527402035
1535141.0,15408,23087,23147,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.4983774652788309
612594.0,132163,29340,40557,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.22199859263016136
4219632.0,171996,5043,3436,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.02932044931107
3994554.0,241425,99422,41307,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.41181319248579007
4290853.0,211176,66264,14337,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.31378565744621617
4637078.0,219517,5831,32657,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.026562863011677325
3315125.0,62336,79392,42892,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.2736139628346999
4357287.0,106179,4262,12978,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.040139763979681505
1908555.0,194688,34182,3500,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.17557322484305282
3074269.0,18233,37713,28599,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0683924740479394
4067125.0,190686,12963,11560,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.06798086906915134
2141884.0,23466,66627,40003,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.839299410705148
4567233.0,66980,96596,49121,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.442161839139719
3210080.0,195970,75414,4473,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3848242077672693
1347102.0,274212,15298,28342,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.05578895161204509
3843536.0,90333,10903,30677,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.12069786234037418
965073.0,263310,39207,27324,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.14890053548483154
3096420.0,364521,73308,29082,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2011077551032421
2723916.0,1349,81918,11870,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,60.72498101760578
2249678.0,46464,83075,5710,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7879433536096885
3311289.0,352538,55203,5369,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.15658737497357483
3588997.0,241125,65026,30917,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.26967755312515596
3926751.0,302919,49216,30399,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16247247613512283
2750317.0,59766,75524,27938,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.2636616134150416
4655757.0,383024,45530,48504,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.11886983582963809
4844012.0,452777,44862,23870,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0990818879912389
3868789.0,188191,4660,26605,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.02476207682488737
2517364.0,418305,51641,34605,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.12345298286839858
1994041.0,310266,87995,40217,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.2836114817516708
1402998.0,241244,56779,14849,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.23535922135948006
1599554.0,364748,16705,8949,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.045798743240653854
4600976.0,443617,98343,18038,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.22168447105900618
2495410.0,213884,16804,17614,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.07856595163366284
1838563.0,289125,77191,27066,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.26698140941575504
2920650.0,416403,56902,2675,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.13665127292222554
1772623.0,361245,30503,13260,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.08443853893937803
2484315.0,101605,80028,36281,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.7876384035443493
4927173.0,22341,38730,42476,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7335839927784862
3924183.0,283030,30676,43977,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.1083842702148753
4646060.0,21362,31562,19778,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.4774833810141919
3901900.0,20166,30661,25363,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.5204304266981898
3859007.0,277223,81798,46985,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.2950620980115264
3837223.0,140163,85932,40674,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6130861924607004
879364.0,232290,7501,23547,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.03229153213516331
4828597.0,131837,43770,9395,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3320008798492077
3487375.0,107303,83451,45313,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7777135773671087
3418884.0,311286,82479,7832,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2649621248541546
1851460.0,345987,13274,43872,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.03836560333080822
4027409.0,80497,44156,14597,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5485421816280678
3488909.0,443844,19877,22056,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.04478375284909149
1089083.0,150418,45387,25632,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.3017391535386896
4849297.0,86843,16843,14705,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1939476986983467
4283565.0,107901,84854,4738,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7864060573315904
3940355.0,82304,68754,15897,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8353664462437589
4179125.0,94325,72341,7328,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7669334746072691
1292958.0,95304,3716,44880,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.03899101821130372
4103477.0,75909,5645,4052,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0743653585115908
3529777.0,68367,38326,879,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5605920984450696
4593170.0,34210,33344,11022,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9746857641114627
3251679.0,498580,96093,9968,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.19273336274634495
2127698.0,193956,14856,32442,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.07659469157558443
4765117.0,177035,49884,46238,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2817747902797879
2114283.0,462542,14404,37153,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.031140955847660516
4391275.0,392281,14429,27404,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.036782306559920507
4555977.0,1087,23157,12611,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21.303587660500575
3201846.0,335416,50986,16715,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.15200825243423066
4253909.0,448284,39383,32995,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.08785278974739556
1551922.0,47511,7404,25497,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1558375954713987
3587143.0,430347,96428,42640,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.22407034322943878
2252593.0,61466,13181,29007,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.21444375748959688
2547290.0,382792,78654,30532,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.2054745135685836
2946297.0,223304,83502,10855,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.373938666554386
4459268.0,356292,52389,33857,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.14703950691716233
1630617.0,435112,71742,49750,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.16488168563117353
4709770.0,389553,55435,16799,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1423041280610776
2275387.0,271817,72208,27046,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.265649315522368
2784320.0,373955,22997,15361,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.06149670414725042
3674194.0,19972,97555,24310,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.884588421347592
2126429.0,36274,51278,44234,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.4136295965667889
1598712.0,280260,58128,4485,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.20740740740000685
3464211.0,115302,63150,37858,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5476921475301649
4888613.0,414422,11933,23903,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.028794320764129452
3712060.0,302466,63802,49953,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.21093941136488267
4003071.0,22251,13517,13392,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6074783153083105
4684548.0,122401,82864,42106,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6769879330498126
3916842.0,292224,72417,38211,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.24781332127929898
1520250.0,214233,80,10917,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0003734251959141017
4221739.0,291223,61415,44293,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2108865027758492
4425196.0,324343,33641,22289,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10372044409456284
4236960.0,259668,86293,16169,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.3323205015507371
2488223.0,177673,86535,39991,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.4870464279610832
2809035.0,359231,78623,27822,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.21886474162255304
907575.0,42770,5219,47956,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.12202478369838092
2440215.0,199343,53628,10359,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2690237429822455
3982001.0,131915,64092,22170,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.48585831781936417
3802724.0,457464,83495,19409,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.18251709423730572
3049554.0,441149,46483,36909,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.10536802758012898
3186810.0,312491,66586,7390,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.21308133673567936
4459224.0,957,54290,47674,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,56.72936199864826
2945128.0,368541,66690,3800,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1809567999169439
2302342.0,153529,52488,41257,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.3418767789575991
2452099.0,320043,91765,2987,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.28672709603750973
2651939.0,209375,2127,12291,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.010158805969664057
1580449.0,299597,35471,1908,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.11839571156859395
4764800.0,52536,65976,47528,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.2558245771935768
4336145.0,295452,2342,22411,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.007926837523254984
4316287.0,188239,34891,39029,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.18535478831775803
1516746.0,272088,48475,36816,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.17815927199368736
4497673.0,460735,96637,47633,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.20974529826885854
3115115.0,81186,14964,1885,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.18431749314114287
2177828.0,478703,86167,17109,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.18000096092608567
4422912.0,199110,95413,32057,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.47919742853301206
4326885.0,300734,1870,1496,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.00621811966700745
4732360.0,84552,21664,36363,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25622102371839567
2510808.0,348707,17968,46925,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.05152750016341721
2710672.0,252420,23167,5670,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.09177957372269314
4096796.0,365062,58371,48138,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.1598933879680741
940184.0,131729,1559,12135,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.011834903475177455
2184148.0,326178,46185,1902,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.14159446682052146
1498512.0,205870,16834,34865,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.08177004905611454
4300552.0,428951,18627,12148,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.04342454033110018
3267055.0,133930,81976,22080,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6120809377576286
2095875.0,78244,43598,16006,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5572056642608755
1465227.0,158579,8809,33511,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.055549599880466545
1715566.0,326676,69635,19235,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.21316227698964227
4708687.0,133736,49028,3765,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.36660285933730613
1091635.0,198291,5604,31314,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.02826149446882302
1111002.0,266261,22269,39363,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.08363598123331482
2551247.0,384714,36284,18974,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.09431421783209568
2846948.0,55585,27235,29699,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.4899703156445137
2801638.0,111973,60593,35663,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5411393817669313
1556267.0,56055,12612,20474,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.22499331010168702
1828433.0,126683,82181,48618,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6487137184429865
3988715.0,211316,4804,33837,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.022733725793468846
3290858.0,250085,41283,20251,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.16507587419617029
3703315.0,449350,54600,26510,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.12150884610834518
3252738.0,420498,5811,2661,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.013819328510151788
4080585.0,203708,22677,23693,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.11132110667664888
2512592.0,418988,4122,18706,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.00983799058660778
3714148.0,291659,27722,28024,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.09504935557980211
2276898.0,337038,56049,13735,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.16629875562499483
2787914.0,198350,96753,45466,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.4877892613820122
2061951.0,381908,33698,25476,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0882359102169047
3823345.0,32222,64447,44453,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0000931034696503
4330038.0,118835,19134,27781,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16101316950721478
2714016.0,86422,85827,36320,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.9931151788904312
4588770.0,448601,52948,32818,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.11802916176918844
2688752.0,472554,2742,14495,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.005802511458885069
2417512.0,154294,98184,18043,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.636343603728185
4041579.0,326486,69020,47705,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.21140263287824276
2214561.0,156292,18753,3643,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.11998694750083262
2524440.0,262085,98352,37571,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.3752675658517173
4675636.0,328475,4510,45120,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.013730116446800208
1093553.0,43035,52724,29091,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2251423257290246
2860355.0,157614,70326,47778,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.4461913281531976
4643597.0,200851,87149,35230,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.4338987607513083
4889936.0,142520,56142,26214,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.393923659809576
1483481.0,353517,41615,11414,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1177171111964144
4485712.0,464196,67958,45876,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.14639936578198864
1165962.0,105888,48384,47511,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4569356300565753
1966067.0,136472,63614,18304,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.46613224687363475
3275624.0,455318,72364,39134,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.15893068141037844
4914869.0,200375,2393,37178,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.01194260761013387
2507996.0,317525,50404,25462,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.15874025666770364
2122512.0,277831,95870,1487,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3450658853639419
4445772.0,159466,75212,24528,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4716491289383537
